ACCESSION_NUMBER,Business Plan,NAMEOFISSUER,CIK,FILE_NUMBER,amount,SUBMISSION_TYPE_x,FILING_DATE_x
0001665160-18-000090,https://www.sec.gov/Archives/edgar/data/1720672/000166516018000090/offeringmemoformc.pdf,BOROUGH FIVE SLATE ONE LLC,1720672,020-23966,61600,C,20180201
0001720822-17-000001,https://www.sec.gov/Archives/edgar/data/1720822/000172082217000001/formc.pdf,SilkRoll Inc.,1720822,020-23792,104,C,20171120
0001720822-18-000002,https://www.sec.gov/Archives/edgar/data/1720822/000172082218000002/formc-ar.pdf,SilkRoll Inc.,1720822,020-23792,104,C-AR,20180420
0001720880-17-000001,https://www.sec.gov/Archives/edgar/data/1720880/000172088017000001/formc.pdf,"MJ Hybrid Solutions, Inc.",1720880,020-23744,"100,000",C,20171107
0001720880-17-000002,https://www.sec.gov/Archives/edgar/data/1720880/000172088017000002/formc.pdf,"MJ Hybrid Solutions, Inc.",1720880,020-23744,"100,000",C/A,20171108
0001720880-17-000003,https://www.sec.gov/Archives/edgar/data/1720880/000172088017000003/formc.pdf,"MJ Hybrid Solutions, Inc.",1720880,020-23744,"100,000",C/A,20171207
0001720880-18-000003,https://www.sec.gov/Archives/edgar/data/1720880/000172088018000003/mjhybridformcar.pdf,"MJ Hybrid Solutions, INC",1720880,020-23744,"100,000",C-AR,20180430
0001720880-19-000004,https://www.sec.gov/Archives/edgar/data/1720880/000172088019000004/FORMC-AR.pdf,"MJ Hybrid Solutions, INC",1720880,020-23744,"100,000",C-AR,20190425
0001665160-19-001092,https://www.sec.gov/Archives/edgar/data/1720886/000166516019001092/offeringmemoformc.pdf,Toy Overlord Inc,1720886,020-25809,"118,667.43",C,20191031
0001665160-19-001143,https://www.sec.gov/Archives/edgar/data/1720886/000166516019001143/offeringmemoformc.pdf,Toy Overlord Inc,1720886,020-25809,"118,667.43",C/A,20191126
0001665160-20-000812,https://www.sec.gov/Archives/edgar/data/1720886/000166516020000812/form_car.pdf,Toy Overlord Inc,1720886,020-25809,"118,667.43",C-AR,20200612
0001665160-17-000678,https://www.sec.gov/Archives/edgar/data/1721277/000166516017000678/offeringmemoformc.pdf,StayblGear LLC,1721277,020-23854,"13,612",C,20171212
0001665160-17-000560,https://www.sec.gov/Archives/edgar/data/1721303/000166516017000560/offeringmemoformc.pdf,Ceres Greens LLC,1721303,020-23742,"69,000",C,20171106
0001665160-17-000560,https://www.sec.gov/Archives/edgar/data/1721303/000166516017000560/offeringmemoformc.pdf,Ceres Greens LLC,1721303,020-23742,"68,000",C,20171106
0001721303-18-000001,https://www.sec.gov/Archives/edgar/data/1721303/000172130318000001/formc-ar.pdf,Ceres Greens LLC,1721303,020-23742,"69,000",C-AR,20180425
0001721303-18-000001,https://www.sec.gov/Archives/edgar/data/1721303/000172130318000001/formc-ar.pdf,Ceres Greens LLC,1721303,020-23742,"68,000",C-AR,20180425
0001721303-19-000003,https://www.sec.gov/Archives/edgar/data/1721303/000172130319000003/formc-ar.pdf,Ceres Greens LLC,1721303,020-23742,"69,000",C-AR,20190501
0001721303-19-000003,https://www.sec.gov/Archives/edgar/data/1721303/000172130319000003/formc-ar.pdf,Ceres Greens LLC,1721303,020-23742,"68,000",C-AR,20190501
0001721303-20-000003,https://www.sec.gov/Archives/edgar/data/1721303/000172130320000003/formc-ar.pdf,Ceres Greens LLC,1721303,020-23742,"69,000",C-AR,20200429
0001721303-20-000003,https://www.sec.gov/Archives/edgar/data/1721303/000172130320000003/formc-ar.pdf,Ceres Greens LLC,1721303,020-23742,"68,000",C-AR,20200429
0001665160-17-000638,https://www.sec.gov/Archives/edgar/data/1721304/000166516017000638/offeringmemoformc.pdf,Phoenix Settlements LLC DBA Emergent Solar Solutions,1721304,020-23818,"29,660.00",C,20171127
0001665160-19-000680,https://www.sec.gov/Archives/edgar/data/1721304/000166516019000680/form_car.pdf,Phoenix Settlements LLC DBA Emergent Solar Solutions,1721304,020-23818,"29,660.00",C-AR,20190605
0001665160-17-000653,https://www.sec.gov/Archives/edgar/data/1721305/000166516017000653/offeringmemoformc.pdf,"Jinglz, Inc.",1721305,020-23828,"874,667.00",C,20171129
0001665160-17-000653,https://www.sec.gov/Archives/edgar/data/1721305/000166516017000653/offeringmemoformc.pdf,"Jinglz, Inc.",1721305,020-23828,"861,247",C,20171129
0001665160-18-000357,https://www.sec.gov/Archives/edgar/data/1721305/000166516018000357/jinglz_formcar.pdf,"JINGLZ, INC.",1721305,020-23828,"874,667.00",C-AR,20180430
0001665160-18-000357,https://www.sec.gov/Archives/edgar/data/1721305/000166516018000357/jinglz_formcar.pdf,"JINGLZ, INC.",1721305,020-23828,"861,247",C-AR,20180430
0001665160-19-000511,https://www.sec.gov/Archives/edgar/data/1721305/000166516019000511/form_car.pdf,"Jinglz, Inc.",1721305,020-23828,"874,667.00",C-AR,20190430
0001665160-19-000511,https://www.sec.gov/Archives/edgar/data/1721305/000166516019000511/form_car.pdf,"Jinglz, Inc.",1721305,020-23828,"861,247",C-AR,20190430
0001665160-20-000703,https://www.sec.gov/Archives/edgar/data/1721305/000166516020000703/form_car.pdf,"Jinglz, Inc.",1721305,020-23828,"874,667.00",C-AR,20200604
0001665160-20-000703,https://www.sec.gov/Archives/edgar/data/1721305/000166516020000703/form_car.pdf,"Jinglz, Inc.",1721305,020-23828,"861,247",C-AR,20200604
0001665160-17-000571,https://www.sec.gov/Archives/edgar/data/1721429/000166516017000571/offeringmemoformc.pdf,BioHealthonomics Inc.,1721429,020-23752,"36,600",C,20171109
0001665160-19-000399,https://www.sec.gov/Archives/edgar/data/1721429/000166516019000399/form_car.pdf,BioHealthonomics Inc.,1721429,020-23752,"36,600",C-AR,20190425
0001665160-20-000476,https://www.sec.gov/Archives/edgar/data/1721429/000166516020000476/form_car.pdf,BioHealthonomics Inc.,1721429,020-23752,"36,600",C-AR,20200429
0001665160-17-000612,https://www.sec.gov/Archives/edgar/data/1721827/000166516017000612/offeringmemoformc.pdf,Sun Fund Renewables Inc.,1721827,020-23797,"127,280",C,20171120
0001665160-17-000612,https://www.sec.gov/Archives/edgar/data/1721827/000166516017000612/offeringmemoformc.pdf,Sun Fund Renewables Inc.,1721827,020-23797,"127,280",C,20171120
0001665160-18-000362,https://www.sec.gov/Archives/edgar/data/1721827/000166516018000362/sunfund_offering_new.pdf,Sun Fund Renewables Inc.,1721827,020-23797,"127,280",C/A,20180430
0001665160-18-000362,https://www.sec.gov/Archives/edgar/data/1721827/000166516018000362/sunfund_offering_new.pdf,Sun Fund Renewables Inc.,1721827,020-23797,"127,280",C/A,20180430
0001665160-17-000598,https://www.sec.gov/Archives/edgar/data/1721907/000166516017000598/offeringmemoformc.pdf,"HireJoe, Inc.",1721907,020-23783,"13,400",C,20171117
0001665160-18-000101,https://www.sec.gov/Archives/edgar/data/1721907/000166516018000101/offering_hirejoe.pdf,"HireJoe, Inc",1721907,020-23783,"13,400",C/A,20180205
0001722007-17-000001,https://www.sec.gov/Archives/edgar/data/1722007/000172200717000001/investagreepjc.pdf,Pittsburgh Juice Co,1722007,020-23860,"38,850",C,20171214
0001722007-18-000003,https://www.sec.gov/Archives/edgar/data/1722007/000172200718000003/campaign.pdf,Pittsburgh Juice Co,1722007,020-23860,"38,850",C/A,20180102
0001665160-17-000645,https://www.sec.gov/Archives/edgar/data/1722030/000166516017000645/offeringmemoformc.pdf,Cryptid LLC,1722030,020-23823,"169,500",C,20171128
0001665160-18-000352,https://www.sec.gov/Archives/edgar/data/1722030/000166516018000352/cryptid_offering_am.pdf,Cryptid LLC,1722030,020-23823,"169,500",C/A,20180427
0001665160-18-000844,https://www.sec.gov/Archives/edgar/data/1722030/000166516018000844/cryp_offering.pdf,Cryptid LLC,1722030,020-23823,"169,500",C/A,20180822
0001665160-20-000783,https://www.sec.gov/Archives/edgar/data/1722030/000166516020000783/form_car.pdf,Cryptid LLC,1722030,020-23823,"169,500",C-AR,20200611
0001665160-20-000785,https://www.sec.gov/Archives/edgar/data/1722030/000166516020000785/form_car.pdf,Cryptid LLC,1722030,020-23823,"169,500",C-AR,20200611
0001722152-17-000001,https://www.sec.gov/Archives/edgar/data/1722152/000172215217000001/formc.pdf,NPTA Spirits,1722152,020-23845,"89,579.72",C,20171208
0001722152-17-000003,https://www.sec.gov/Archives/edgar/data/1722152/000172215217000003/formc.pdf,NPTA Spirits,1722152,020-23845,"89,579.72",C/A,20171222
0001722152-18-000001,https://www.sec.gov/Archives/edgar/data/1722152/000172215218000001/formc-ar.pdf,NPTA Spirits,1722152,020-23845,"89,579.72",C-AR,20180612
0001722152-19-000002,https://www.sec.gov/Archives/edgar/data/1722152/000172215219000002/formc-ar.pdf,NPTA Spirits,1722152,020-23845,"89,579.72",C-AR,20190923
0001722152-20-000002,https://www.sec.gov/Archives/edgar/data/1722152/000172215220000002/formc-ar.pdf,NPTA Spirits,1722152,020-23845,"89,579.72",C-AR,20200513
0001722182-17-000001,https://www.sec.gov/Archives/edgar/data/1722182/000172218217000001/formc.pdf,"Pawprint, Inc.",1722182,020-23840,"134,507.01",C,20171206
0001722182-18-000001,https://www.sec.gov/Archives/edgar/data/1722182/000172218218000001/formc-ar.pdf,"Pawprint, Inc.",1722182,020-23840,"134,507.01",C-AR,20180501
0001722182-19-000001,https://www.sec.gov/Archives/edgar/data/1722182/000172218219000001/formc-ar.pdf,"Pawprint, Inc.",1722182,020-23840,"134,507.01",C-AR,20190429
0001665160-17-000574,https://www.sec.gov/Archives/edgar/data/1722197/000166516017000574/offeringmemoformc.pdf,"Indeco, LLC",1722197,020-23756,"172,287",C,20171109
0001665160-17-000661,https://www.sec.gov/Archives/edgar/data/1722197/000166516017000661/indeco_ca.pdf,"Indeco, LLC",1722197,020-23756,"172,287",C/A,20171206
0001665160-17-000663,https://www.sec.gov/Archives/edgar/data/1722197/000166516017000663/indeco_caa.pdf,"Indeco, LLC",1722197,020-23756,"172,287",C/A,20171207
0001722197-19-000002,https://www.sec.gov/Archives/edgar/data/1722197/000172219719000002/indecocar18.pdf,INDECO UNION,1722197,020-23756,"172,287",C-AR,20190430
0001670254-17-000345,https://www.sec.gov/Archives/edgar/data/1722313/000167025417000345/document_10.pdf,"Loveseat, Inc",1722313,020-23799,"179,902.00",C,20171120
0001670254-18-000194,https://www.sec.gov/Archives/edgar/data/1722313/000167025418000194/document_10.pdf,"Loveseat, Inc",1722313,020-23799,"179,902.00",C/A,20180430
0001670254-19-000213,https://www.sec.gov/Archives/edgar/data/1722313/000167025419000213/document_12.pdf,"Loveseat, Inc",1722313,020-23799,"179,902.00",C-AR,20190417
0001670254-20-000467,https://www.sec.gov/Archives/edgar/data/1722313/000167025420000467/document_8.pdf,"Loveseat, Inc",1722313,020-23799,"179,902.00",C-AR,20200611
0001670254-19-000320,https://www.sec.gov/Archives/edgar/data/1722313/000167025419000320/document_13.pdf,"Loveseat, Inc",1722313,020-23799,"179,902.00",C-AR/A,20190503
0001665160-17-000625,https://www.sec.gov/Archives/edgar/data/1722316/000166516017000625/offeringmemoformc.pdf,"Biotech Restorations Holdings, LLC",1722316,020-23810,"28,650.00",C,20171122
0001665160-17-000693,https://www.sec.gov/Archives/edgar/data/1722316/000166516017000693/biotech-offering.pdf,"Biotech Restorations Holdings, LLC",1722316,020-23810,"28,650.00",C/A,20171219
0001669191-18-000176,https://www.sec.gov/Archives/edgar/data/1722382/000166919118000176/corporatebylaws.pdf,"Maingear, Inc.",1722382,020-24134,"346,157",C,20180330
0001669191-18-000243,https://www.sec.gov/Archives/edgar/data/1722382/000166919118000243/corporatebylaws.pdf,"Maingear, Inc.",1722382,020-24134,"346,157",C/A,20180430
0001669191-18-000275,https://www.sec.gov/Archives/edgar/data/1722382/000166919118000275/corporatebylaws.pdf,"Maingear, Inc.",1722382,020-24134,"346,157",C/A,20180522
0001669191-18-000328,https://www.sec.gov/Archives/edgar/data/1722382/000166919118000328/otherfinancial.pdf,"Maingear, Inc.",1722382,020-24134,"346,157",C/A,20180628
0001669191-18-000365,https://www.sec.gov/Archives/edgar/data/1722382/000166919118000365/otherfinancial.pdf,"Maingear, Inc.",1722382,020-24134,"346,157",C/A,20180731
0001669191-19-000150,https://www.sec.gov/Archives/edgar/data/1722382/000166919119000150/2018_Annual_Report.pdf,"Maingear, Inc.",1722382,020-24134,"346,157",C-AR,20190430
0001670254-17-000339,https://www.sec.gov/Archives/edgar/data/1722578/000167025417000339/document_13.pdf,"Industry Water Filtration, Inc.",1722578,020-23791,"56,926.00",C,20171120
0001670254-18-000265,https://www.sec.gov/Archives/edgar/data/1722578/000167025418000265/document_12.pdf,"Industry Water Filtration, Inc.",1722578,020-23791,"56,926.00",C/A,20180517
0001670254-18-000323,https://www.sec.gov/Archives/edgar/data/1722578/000167025418000323/document_13.pdf,"Industry Water Filtration, Inc.",1722578,020-23791,"56,926.00",C/A,20180625
0001670254-19-000147,https://www.sec.gov/Archives/edgar/data/1722578/000167025419000147/document_16.pdf,"Industry Water Filtration, Inc.",1722578,020-23791,"56,926.00",C-AR,20190327
0001670254-20-000497,https://www.sec.gov/Archives/edgar/data/1722578/000167025420000497/document_5.pdf,"Industry Water Filtration, Inc.",1722578,020-23791,"56,926.00",C-AR,20200612
0001665160-19-000938,https://www.sec.gov/Archives/edgar/data/1722668/000166516019000938/offeringmemoformc.pdf,Nannocare Inc.,1722668,020-25644,"45,112.08",C,20190917
0001665160-20-000814,https://www.sec.gov/Archives/edgar/data/1722668/000166516020000814/form_car.pdf,Nannocare Inc.,1722668,020-25644,"45,112.08",C-AR,20200612
0001665160-18-000142,https://www.sec.gov/Archives/edgar/data/1722791/000166516018000142/offeringmemoformc.pdf,North Country Showcase Inc,1722791,020-24025,"13,100",C,20180301
0001665160-19-000728,https://www.sec.gov/Archives/edgar/data/1722791/000166516019000728/form_car.pdf,North Country Showcase Inc,1722791,020-24025,"13,100",C-AR,20190625
0001669191-17-000183,https://www.sec.gov/Archives/edgar/data/1722793/000166919117000183/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C,20171205
0001669191-17-000183,https://www.sec.gov/Archives/edgar/data/1722793/000166919117000183/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C,20171205
0001669191-18-000036,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000036/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180122
0001669191-18-000036,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000036/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180122
0001669191-18-000193,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000193/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180409
0001669191-18-000193,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000193/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180409
0001669191-18-000257,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000257/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180508
0001669191-18-000257,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000257/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180508
0001669191-18-000295,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000295/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180607
0001669191-18-000295,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000295/corporatebylaws.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180607
0001669191-18-000310,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000310/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180621
0001669191-18-000310,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000310/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180621
0001669191-18-000372,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000372/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180807
0001669191-18-000372,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000372/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180807
0001669191-18-000383,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000383/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180824
0001669191-18-000383,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000383/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20180824
0001669191-18-000443,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000443/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20181009
0001669191-18-000443,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000443/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20181009
0001669191-18-000522,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000522/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20181130
0001669191-18-000522,https://www.sec.gov/Archives/edgar/data/1722793/000166919118000522/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20181130
0001669191-19-000007,https://www.sec.gov/Archives/edgar/data/1722793/000166919119000007/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20190104
0001669191-19-000007,https://www.sec.gov/Archives/edgar/data/1722793/000166919119000007/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20190104
0001669191-19-000060,https://www.sec.gov/Archives/edgar/data/1722793/000166919119000060/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20190219
0001669191-19-000060,https://www.sec.gov/Archives/edgar/data/1722793/000166919119000060/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20190219
0001669191-19-000109,https://www.sec.gov/Archives/edgar/data/1722793/000166919119000109/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20190402
0001669191-19-000109,https://www.sec.gov/Archives/edgar/data/1722793/000166919119000109/otherfinancial.pdf,Subba Media Inc,1722793,020-23834,"415,200",C/A,20190402
0001722850-18-000001,https://www.sec.gov/Archives/edgar/data/1722850/000172285018000001/formc.pdf,"Krav Maga NYC, LLC",1722850,020-24019,"53,301",C,20180228
0001722850-18-000002,https://www.sec.gov/Archives/edgar/data/1722850/000172285018000002/formc.pdf,"Krav Maga NYC, LLC",1722850,020-24019,"53,301",C/A,20180412
0001722850-19-000001,https://www.sec.gov/Archives/edgar/data/1722850/000172285019000001/formcarandexhibit.pdf,"Krav Maga NYC, LLC",1722850,020-24019,"53,301",C-AR,20190430
0001665160-18-000214,https://www.sec.gov/Archives/edgar/data/1722969/000166516018000214/offeringmemoformc.pdf,"Atlis Motor Vehicles, Inc",1722969,020-24096,"1,069,999.95",C,20180316
0001665160-18-000811,https://www.sec.gov/Archives/edgar/data/1722969/000166516018000811/atlis_offering.pdf,Atlis Motor Vehicles Inc,1722969,020-24096,"1,069,999.95",C/A,20180813
0001665160-19-000124,https://www.sec.gov/Archives/edgar/data/1722969/000166516019000124/offeringmemoformc.pdf,"Atlis Motor Vehicles, Inc",1722969,020-24096,"1,069,999.95",C/A,20190130
0001722969-19-000001,https://www.sec.gov/Archives/edgar/data/1722969/000172296919000001/AMV2018.pdf,Atlis Motor Vehicles Inc,1722969,020-24096,"1,069,999.95",C-AR,20190502
0001722969-20-000008,https://www.sec.gov/Archives/edgar/data/1722969/000172296920000008/AMV_Audited_Financials_2019.pdf,Atlis Motor Vehicles Inc,1722969,020-24096,"1,069,999.95",C-AR,20200512
0001665160-19-001173,https://www.sec.gov/Archives/edgar/data/1722969/000166516019001173/offeringmemoformc.pdf,Atlis Motor Vehicle Inc.,1722969,020-25922,"1,057,550.27",C,20191210
0001665160-19-001175,https://www.sec.gov/Archives/edgar/data/1722969/000166516019001175/offeringmemoformc.pdf,Atlis Motor Vehicle Inc.,1722969,020-25922,"1,057,550.27",C/A,20191210
0001665160-20-000043,https://www.sec.gov/Archives/edgar/data/1722969/000166516020000043/offeringmemoformc.pdf,Atlis Motor Vehicle Inc.,1722969,020-25922,"1,057,550.27",C/A,20200117
0001665160-20-000207,https://www.sec.gov/Archives/edgar/data/1722969/000166516020000207/offeringmemoformc.pdf,Atlis Motor Vehicle Inc.,1722969,020-25922,"1,057,550.27",C/A,20200310
0001665160-17-000607,https://www.sec.gov/Archives/edgar/data/1722986/000166516017000607/offeringmemoformc.pdf,"15th Round, LLC",1722986,020-23795,"44,330",C,20171120
0001665160-20-000766,https://www.sec.gov/Archives/edgar/data/1722986/000166516020000766/form_car.pdf,"15th Round, LLC",1722986,020-23795,"44,330",C-AR,20200610
0001665160-20-000768,https://www.sec.gov/Archives/edgar/data/1722986/000166516020000768/form_car.pdf,"15th Round, LLC",1722986,020-23795,"44,330",C-AR,20200610
0001722994-17-000001,https://www.sec.gov/Archives/edgar/data/1722994/000172299417000001/financialcert3.pdf,C.A.S. Handmade Inc.,1722994,020-23775,211,C,20171116
0001665160-17-000616,https://www.sec.gov/Archives/edgar/data/1723082/000166516017000616/offeringmemoformc.pdf,"Farm.One, Inc.",1723082,020-23804,"471,719.00",C,20171121
0001665160-18-000102,https://www.sec.gov/Archives/edgar/data/1723082/000166516018000102/farmone_offering_new.pdf,"Farm One, Inc.",1723082,020-23804,"471,719.00",C/A,20180205
0001690909-18-000002,https://www.sec.gov/Archives/edgar/data/1723082/000169090918000002/formcar.pdf,"Farm One, Inc.",1723082,020-23804,"471,719.00",C-AR,20180430
0001723082-19-000001,https://www.sec.gov/Archives/edgar/data/1723082/000172308219000001/formc-ar.pdf,"Farm.One, Inc.",1723082,020-23804,"471,719.00",C-AR,20190430
0001723082-20-000003,https://www.sec.gov/Archives/edgar/data/1723082/000172308220000003/formc-ar.pdf,"Farm.One, Inc.",1723082,020-23804,"471,719.00",C-AR,20200429
0001665160-17-000629,https://www.sec.gov/Archives/edgar/data/1723324/000166516017000629/offeringmemoformc.pdf,"LRF Thoroughbred Fund II, LLC",1723324,020-23813,"148,000",C,20171122
0001665160-19-000509,https://www.sec.gov/Archives/edgar/data/1723324/000166516019000509/form_car.pdf,"LRF Thoroughbred Fund II, LLC",1723324,020-23813,"148,000",C-AR,20190430
0001723348-17-000001,https://www.sec.gov/Archives/edgar/data/1723348/000172334817000001/noteindenture.pdf,"Millie's Ice Cream Truck, LLC",1723348,020-23864,"49,700",C,20171218
0001723348-17-000001,https://www.sec.gov/Archives/edgar/data/1723348/000172334817000001/noteindenture.pdf,"Millie's Ice Cream Truck, LLC",1723348,020-23864,"10,000",C,20171218
0001723348-18-000001,https://www.sec.gov/Archives/edgar/data/1723348/000172334818000001/offeringmilliestruck.pdf,"Millie's Ice Cream Truck, LLC",1723348,020-23864,"49,700",C/A,20180105
0001723348-18-000001,https://www.sec.gov/Archives/edgar/data/1723348/000172334818000001/offeringmilliestruck.pdf,"Millie's Ice Cream Truck, LLC",1723348,020-23864,"10,000",C/A,20180105
0001723348-19-000001,https://www.sec.gov/Archives/edgar/data/1723348/000172334819000001/formcarmillies.pdf,"Millie's Ice Cream Truck, LLC",1723348,020-23864,"49,700",C-AR,20190430
0001723348-19-000001,https://www.sec.gov/Archives/edgar/data/1723348/000172334819000001/formcarmillies.pdf,"Millie's Ice Cream Truck, LLC",1723348,020-23864,"10,000",C-AR,20190430
0001723477-17-000002,https://www.sec.gov/Archives/edgar/data/1723477/000172347717000002/vacayofromc.pdf,"Vacayo, Inc.",1723477,020-23886,"216,150.00",C,20171227
0001670254-18-000025,https://www.sec.gov/Archives/edgar/data/1723932/000167025418000025/document_9.pdf,"Texas Brewer Support, LLC",1723932,020-23969,"398,752.00",C,20180202
0001670254-18-000293,https://www.sec.gov/Archives/edgar/data/1723932/000167025418000293/document_9.pdf,"Texas Brewer Support, LLC",1723932,020-23969,"398,752.00",C/A,20180607
0001723949-18-000004,https://www.sec.gov/Archives/edgar/data/1723949/000172394918000004/fatwood_safe_agreement.pdf,Fatwood LLC,1723949,020-23893,"54,950",C,20180102
0001723949-18-000004,https://www.sec.gov/Archives/edgar/data/1723949/000172394918000004/fatwood_safe_agreement.pdf,Fatwood LLC,1723949,020-23893,"56,000",C,20180102
0001723949-18-000009,https://www.sec.gov/Archives/edgar/data/1723949/000172394918000009/ALTOPITCHDECK1.pdf,Fatwood LLC,1723949,020-23893,"54,950",C/A,20180205
0001723949-18-000009,https://www.sec.gov/Archives/edgar/data/1723949/000172394918000009/ALTOPITCHDECK1.pdf,Fatwood LLC,1723949,020-23893,"56,000",C/A,20180205
0001723949-18-000010,https://www.sec.gov/Archives/edgar/data/1723949/000172394918000010/AltoPizzaFormC.pdf,Fatwood LLC,1723949,020-23893,"54,950",C/A,20180213
0001723949-18-000010,https://www.sec.gov/Archives/edgar/data/1723949/000172394918000010/AltoPizzaFormC.pdf,Fatwood LLC,1723949,020-23893,"56,000",C/A,20180213
0001723949-19-000001,https://www.sec.gov/Archives/edgar/data/1723949/000172394919000001/alto_balancesheet_2018.pdf,Fatwood LLC,1723949,020-23893,"54,950",C-AR,20190401
0001723949-19-000001,https://www.sec.gov/Archives/edgar/data/1723949/000172394919000001/alto_balancesheet_2018.pdf,Fatwood LLC,1723949,020-23893,"56,000",C-AR,20190401
0001665160-18-000679,https://www.sec.gov/Archives/edgar/data/1724085/000166516018000679/offeringmemoformc.pdf,The Green Retrofit DBA The Great Game of Real Estate,1724085,020-24478,"11,150",C,20180710
0001724091-17-000001,https://www.sec.gov/Archives/edgar/data/1724091/000172409117000001/page1.pdf,"Bravery Chef Hall, LP",1724091,020-23861,"1,000,000",C,20171214
0001724091-17-000003,https://www.sec.gov/Archives/edgar/data/1724091/000172409117000003/disclosure1.pdf,"Bravery Chef Hall, LP",1724091,020-23861,"1,000,000",C/A,20171215
0001724091-18-000001,https://www.sec.gov/Archives/edgar/data/1724091/000172409118000001/page1.pdf,"Bravery Chef Hall, LP",1724091,020-23861,"1,000,000",C/A,20180228
0001724091-18-000003,https://www.sec.gov/Archives/edgar/data/1724091/000172409118000003/disclosure.pdf,"Bravery Chef Hall, LP",1724091,020-23861,"1,000,000",C-AR,20180427
0001724091-19-000001,https://www.sec.gov/Archives/edgar/data/1724091/000172409119000001/bravery.pdf,"Bravery Chef Hall, LP",1724091,020-23861,"1,000,000",C-AR,20190430
0001724320-19-000002,https://www.sec.gov/Archives/edgar/data/1724320/000172432019000002/buffbakeformc.pdf,"Buff Bake, Inc.",1724320,020-25891,"78,340",C,20191126
0001706937-20-000006,https://www.sec.gov/Archives/edgar/data/1724320/000170693720000006/formC-A.pdf,"Buff Bake, Inc.",1724320,020-25891,"78,340",C/A,20200115
0001724453-17-000001,https://www.sec.gov/Archives/edgar/data/1724453/000172445317000001/formc.pdf,Fanchise League Company LLC,1724453,020-23850,"248,380",C,20171211
0001724453-17-000003,https://www.sec.gov/Archives/edgar/data/1724453/000172445317000003/formc.pdf,Fanchise League Company LLC,1724453,020-23850,"248,380",C/A,20171212
0001724453-17-000004,https://www.sec.gov/Archives/edgar/data/1724453/000172445317000004/formc.pdf,Fanchise League Company LLC,1724453,020-23850,"248,380",C/A,20171222
0001665160-17-000695,https://www.sec.gov/Archives/edgar/data/1724646/000166516017000695/offeringmemoformc.pdf,Solar Direct LLC,1724646,020-23867,"58,292.5",C,20171219
0001665160-17-000706,https://www.sec.gov/Archives/edgar/data/1724646/000166516017000706/solardirectoffering.pdf,Solar Direct LLC,1724646,020-23867,"58,292.5",C/A,20171220
0001724714-18-000001,https://www.sec.gov/Archives/edgar/data/1724714/000172471418000001/finalgryphonfilingpackage.pdf,"Gryphon Online Safety, Inc.",1724714,020-23919,"725,000",C,20180116
